"stop_outcome","ticket_count","warning_count","stop_district","stop_duration_mins","person_searched","property_searched","traffic_involved","gender","ethnicity","age","primary_stop_reason","day_of_week","time_category"
"Ticket",0,0,"3D",20,"0","0","1","Female","Black",29,"traffic response","Sun","Morning"
"Ticket",0,0,"1D",10,"0","0","1","Male","Unknown",36,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"6D",5,"0","0","1","Male","Black",49,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",60,"officer initiated","Sun","Evening"
"Ticket",0,0,"3D",20,"0","0","1","Female","Hispanic/Latino",NA,"traffic response","Sun","Morning"
"Warning",0,0,"1D",10,"0","0","1","Female","Black",45,"officer initiated","Sun","Evening"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",64,"officer initiated","Sun","Evening"
"Warning",0,0,"7D",15,"0","0","1","Female","Black",48,"officer initiated","Sun","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",49,"officer initiated","Sun","Night"
"Warning",0,0,"6D",10,"0","0","1","Male","Black",32,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",54,"officer initiated","Sun","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",31,"officer initiated","Sun","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Male","Unknown",23,"officer initiated","Sun","Night"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",30,"officer initiated","Sun","Night"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",35,"officer initiated","Sun","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Unknown",43,"officer initiated","Sun","Night"
"Warning",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",42,"officer initiated","Sun","Night"
"Warning",0,0,"5D",5,"0","0","1","Female","Unknown",44,"officer initiated","Sun","Evening"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",25,"officer initiated","Sun","Evening"
"Ticket",0,0,"3D",20,"0","0","1","Female","Hispanic/Latino",23,"traffic response","Sun","Morning"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",26,"officer initiated","Sun","Night"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",25,"officer initiated","Sun","Evening"
"Ticket",0,0,"6D",15,"0","0","1","Female","Black",27,"call for service","Sun","Evening"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",26,"officer initiated","Sun","Afternoon"
"Warning",0,0,"6D",10,"0","0","1","Male","Black",50,"responding to bolo","Sun","Afternoon"
"Ticket",0,0,"6D",30,"0","0","1","Male","Black",33,"call for service","Sun","Evening"
"Warning",0,0,"6D",10,"0","0","1","Female","Black",32,"responding to bolo","Sun","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",22,"officer initiated","Sun","Morning"
"Warning",0,0,"6D",15,"0","0","1","Female","Black",26,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"2D",30,"0","0","1","Male","Black",62,"traffic response","Sun","Evening"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",28,"officer initiated","Sun","Night"
"Ticket",0,0,"2D",10,"0","0","1","Female","Black",55,"officer initiated","Sun","Evening"
"Warning",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",47,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",29,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"7D",15,"0","0","1","Female","Black",20,"officer initiated","Sun","Night"
"Ticket",0,0,"2D",15,"0","0","1","Male","Black",20,"officer initiated","Sun","Evening"
"Warning",0,0,"6D",5,"0","0","1","Female","Black",21,"officer initiated","Sun","Morning"
"Ticket",0,0,"5D",10,"0","0","1","Female","Unknown",27,"officer initiated","Sun","Night"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",47,"officer initiated","Sun","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",39,"officer initiated","Mon","Night"
"Warning",0,0,"3D",5,"0","0","1","Male","Black",21,"officer initiated","Sun","Morning"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",75,"officer initiated","Sun","Night"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",32,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",48,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"5D",15,"0","0","1","Female","Black",36,"officer initiated","Sun","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",54,"officer initiated","Mon","Night"
"Ticket",0,0,"1D",6,"0","0","1","Female","Black",NA,"officer initiated","Sun","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","Unknown",41,"officer initiated","Sun","Night"
"Warning",0,0,"1D",10,"0","0","1","Female","Black",58,"officer initiated","Sun","Night"
"Warning",0,0,"6D",10,"0","0","1","Male","Hispanic/Latino",34,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Male","Hispanic/Latino",26,"officer initiated","Sun","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",38,"officer initiated","Sun","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",26,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",42,"officer initiated","Sun","Night"
"Warning",0,0,"6D",5,"0","0","1","Male","Black",32,"officer initiated","Sun","Morning"
"Warning",0,0,"2D",10,"0","0","1","Female","Black",24,"officer initiated","Sun","Afternoon"
"Warning",0,0,"1D",10,"0","0","1","Male","White",79,"officer initiated","Sun","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Hispanic/Latino",28,"officer initiated","Sun","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",40,"officer initiated","Sun","Night"
"Ticket",0,0,"3D",17,"0","0","1","Male","Black",NA,"officer initiated","Sun","Night"
"Ticket",0,0,"6D",10,"0","0","1","Unknown","Unknown",NA,"traffic response","Sun","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",37,"officer initiated","Sun","Night"
"Ticket",0,0,"2D",10,"0","0","1","Female","Unknown",46,"officer initiated","Sun","Evening"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",62,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",27,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Male","Unknown",43,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",30,"officer initiated","Sun","Afternoon"
"Warning",0,0,"6D",10,"0","0","1","Male","Black",25,"responding to bolo","Sun","Afternoon"
"Warning",0,0,"1D",10,"0","0","1","Male","Unknown",33,"officer initiated","Sun","Night"
"Warning",0,0,"6D",15,"0","0","1","Male","Unknown",NA,"officer initiated","Sun","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Female","White",26,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",33,"officer initiated","Sun","Morning"
"Ticket",0,0,"NA",10,"0","0","1","Female","Black",30,"officer initiated","Sun","Afternoon"
"Ticket",0,0,"NA",15,"0","0","1","Male","Black",NA,"traffic response","Mon","Night"
"Ticket",0,0,"NA",60,"0","0","1","Female","Black",NA,"traffic response","Mon","Night"
"Ticket",0,0,"NA",20,"0","0","1","Female","Black",29,"call for service","Mon","Night"
"Arrest",0,0,"1D",25,"0","0","0","Female","Black",31,"call for service","Mon","Night"
"Arrest",0,0,"7D",55,"1","0","1","Male","Black",27,"call for service","Mon","Night"
"Arrest",0,0,"2D",29,"0","0","0","Female","Black",40,"call for service","Mon","Night"
"Arrest",0,0,"7D",5,"0","0","0","Male","Black",46,"call for service","Mon","Night"
"Arrest",0,0,"6D",12,"0","0","0","Male","Black",65,"call for service","Mon","Morning"
"No Action",0,0,"2D",10,"0","0","0","Female","Multiple",35,"call for service","Mon","Night"
"No Action",0,0,"5D",10,"0","0","0","Male","Black",36,"responding to bolo","Mon","Morning"
"No Action",0,0,"1D",40,"0","0","0","Male","Black",17,"call for service","Mon","Morning"
"No Action",0,0,"1D",40,"1","0","0","Male","Black",18,"call for service","Mon","Morning"
"No Action",0,0,"1D",20,"0","0","0","Male","Black",63,"responding to bolo","Mon","Night"
"Arrest",0,0,"7D",58,"1","1","0","Male","Black",23,"responding to bolo","Mon","Morning"
"No Action",0,0,"3D",7,"1","0","0","Male","Black",33,"responding to bolo","Mon","Night"
"No Action",0,0,"1D",30,"0","0","0","Female","Black",NA,"call for service","Mon","Morning"
"Arrest",0,0,"3D",10,"0","0","1","Male","Multiple",26,"call for service","Mon","Morning"
"Arrest",0,0,"1D",1,"0","0","0","Male","Black",23,"warrant/court order","Mon","Morning"
"Arrest",0,0,"2D",15,"0","0","1","Male","Black",26,"traffic response","Mon","Morning"
"Arrest",0,0,"5D",17,"0","0","0","Male","Black",26,"information obtained from law enforcement sources","Mon","Afternoon"
"No Action",0,0,"7D",3,"0","0","0","Female","Black",25,"warrant/court order","Mon","Morning"
"No Action",0,0,"7D",3,"0","0","0","Female","Black",NA,"warrant/court order","Mon","Morning"
"No Action",0,0,"7D",3,"0","0","0","Male","Black",35,"warrant/court order","Mon","Morning"
"No Action",0,0,"7D",3,"0","0","0","Male","Black",30,"warrant/court order","Mon","Morning"
"Arrest",0,0,"2D",1,"0","0","0","Male","Black",28,"warrant/court order","Mon","Afternoon"
"Arrest",0,0,"5D",3,"0","0","0","Female","Black",18,"call for service","Mon","Afternoon"
"Arrest",0,0,"6D",8,"0","0","0","Male","Hispanic/Latino",17,"warrant/court order","Mon","Afternoon"
"Arrest",0,0,"5D",10,"0","0","0","Male","Black",61,"responding to individual's actions","Mon","Night"
"Arrest",0,0,"2D",38,"0","0","1","Male","Hispanic/Latino",42,"traffic response","Mon","Afternoon"
"Arrest",0,0,"5D",25,"0","0","0","Male","Black",33,"call for service","Mon","Afternoon"
"Arrest",0,0,"3D",18,"0","0","0","Male","Black",31,"call for service","Mon","Afternoon"
"Arrest",0,0,"5D",15,"0","0","0","Male","Black",31,"call for service","Mon","Afternoon"
"Arrest",0,0,"2D",10,"0","0","0","Female","Black",41,"warrant/court order","Mon","Afternoon"
"Arrest",0,0,"4D",55,"0","0","0","Male","Black",31,"call for service","Mon","Afternoon"
"Arrest",0,0,"6D",5,"0","0","0","Male","Black",13,"call for service","Mon","Afternoon"
"Ticket",0,0,"2D",15,"0","0","1","Male","Black",43,"traffic response","Mon","Afternoon"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",36,"call for service","Mon","Afternoon"
"Arrest",0,0,"1D",10,"1","0","0","Male","Black",17,"responding to individual's actions","Mon","Afternoon"
"Arrest",0,0,"5D",20,"0","0","0","Male","Black",58,"responding to bolo","Mon","Afternoon"
"Arrest",0,0,"3D",10,"0","1","1","Female","Black",53,"traffic response","Mon","Afternoon"
"Arrest",0,0,"7D",18,"1","0","0","Male","Black",29,"call for service","Mon","Afternoon"
"No Action",0,0,"1D",15,"0","0","0","Male","Black",64,"responding to bolo","Mon","Evening"
"No Action",0,0,"6D",22,"1","0","0","Male","Black",43,"call for service","Mon","Afternoon"
"Arrest",0,0,"2D",30,"1","0","0","Male","Black",31,"call for service","Mon","Evening"
"Arrest",0,0,"2D",30,"1","1","0","Female","Black",23,"responding to individual's actions","Mon","Evening"
"Arrest",0,0,"4D",15,"0","0","0","Male","Black",43,"call for service","Mon","Evening"
"Arrest",0,0,"7D",65,"0","0","0","Female","Black",35,"responding to bolo","Mon","Evening"
"No Action",0,0,"7D",45,"0","0","0","Female","Black",19,"responding to bolo","Mon","Night"
"Arrest",0,0,"7D",67,"0","0","1","Male","Black",39,"traffic response","Mon","Night"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",28,"responding to individual's actions","Mon","Night"
"No Action",0,0,"6D",10,"1","0","0","Male","Black",39,"responding to individual's actions","Mon","Night"
"Arrest",0,0,"4D",82,"1","0","0","Male","Black",18,"call for service","Mon","Night"
"No Action",0,0,"5D",1,"1","1","0","Male","Black",44,"responding to bolo","Mon","Evening"
"No Action",0,0,"3D",20,"0","0","0","Male","Unknown",45,"call for service","Mon","Night"
"No Action",0,0,"3D",20,"0","0","0","Male","Black",43,"call for service","Mon","Night"
"Arrest",0,0,"1D",25,"0","0","0","Male","Black",20,"call for service","Mon","Night"
"No Action",0,0,"4D",5,"0","0","0","Male","Black",54,"traffic response","Mon","Night"
"No Action",0,0,"6D",2,"1","0","0","Male","Black",NA,"officer initiated","Mon","Night"
"No Action",0,0,"5D",10,"1","0","0","Male","Black",16,"officer initiated","Mon","Night"
"No Action",0,0,"6D",17,"1","0","0","Male","Black",35,"call for service","Mon","Night"
"No Action",0,0,"5D",15,"0","1","0","Male","Black",25,"traffic response","Mon","Night"
"No Action",0,0,"5D",15,"1","0","0","Male","Black",30,"traffic response","Mon","Night"
"No Action",0,0,"2D",165,"1","0","0","Male","Black",16,"call for service","Mon","Evening"
"Arrest",0,0,"5D",40,"1","0","0","Male","White",61,"call for service","Mon","Afternoon"
"Arrest",0,0,"6D",2,"1","1","0","Male","Black",20,"responding to individual's actions","Mon","Night"
"No Action",0,0,"6D",3,"1","0","0","Male","Black",31,"responding to individual's actions","Mon","Night"
"No Action",0,0,"2D",8,"0","0","0","Male","Black",27,"officer initiated","Mon","Evening"
"No Action",0,0,"7D",20,"0","0","0","Male","Black",NA,"call for service","Mon","Night"
"Arrest",0,0,"5D",15,"0","0","0","Female","Black",36,"call for service","Mon","Night"
"Arrest",0,0,"4D",10,"0","0","0","Male","Black",20,"information obtained from law enforcement sources","Tue","Night"
"Arrest",0,0,"7D",10,"0","0","0","Female","Black",29,"call for service","Mon","Night"
"Arrest",0,0,"3D",30,"0","0","0","Female","Black",26,"call for service","Mon","Night"
"No Action",0,0,"3D",9,"0","1","0","Male","Black",61,"officer initiated","Mon","Night"
"No Action",0,0,"6D",30,"0","0","0","Male","Black",15,"responding to individual's actions","Mon","Night"
"No Action",0,0,"6D",25,"0","0","0","Male","Black",15,"responding to individual's actions","Mon","Night"
"No Action",0,0,"6D",30,"0","0","0","Female","Black",39,"call for service","Mon","Night"
"Arrest",0,0,"7D",15,"0","0","0","Male","Black",32,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"1D",20,"0","0","0","Male","Black",32,"call for service","Tue","Night"
"Arrest",0,0,"1D",20,"0","0","0","Female","Black",33,"call for service","Tue","Night"
"Arrest",0,0,"4D",104,"0","0","0","Female","Black",49,"information obtained from witnesses or informants","Mon","Night"
"Arrest",0,0,"7D",11,"0","0","0","Male","Black",26,"call for service","Tue","Night"
"Arrest",0,0,"1D",3,"0","0","0","Female","Black",26,"call for service","Tue","Night"
"No Action",0,0,"1D",20,"0","0","0","Male","Black",64,"call for service","Mon","Night"
"No Action",0,0,"4D",13,"0","0","0","Male","Black",61,"call for service","Mon","Night"
"No Action",0,0,"4D",4,"0","0","0","Female","Black",23,"traffic response","Mon","Night"
"Warning",0,0,"4D",15,"1","0","1","Male","Black",23,"traffic response","Mon","Night"
"Arrest",0,0,"6D",10,"1","0","0","Male","Black",15,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"6D",45,"0","0","0","Male","Black",21,"responding to individual's actions","Tue","Night"
"No Action",0,0,"6D",45,"1","0","0","Male","Black",NA,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"4D",20,"0","0","0","Male","Black",28,"call for service","Tue","Night"
"Arrest",0,0,"2D",30,"0","0","1","Female","Black",21,"traffic response","Tue","Night"
"Arrest",0,0,"4D",30,"1","0","0","Male","Black",30,"call for service","Mon","Night"
"No Action",0,0,"1D",5,"0","0","0","Male","Unknown",21,"call for service","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",32,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",NA,"officer initiated","Mon","Night"
"Warning",0,0,"6D",6,"0","0","1","Male","Black",58,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",47,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",36,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",41,"officer initiated","Mon","Afternoon"
"Warning",0,0,"7D",10,"0","0","1","Female","Black",58,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",46,"officer initiated","Mon","Night"
"Warning",0,0,"4D",15,"0","0","1","Female","Hispanic/Latino",62,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",49,"officer initiated","Mon","Night"
"Warning",0,0,"6D",7,"0","0","1","Female","Black",64,"officer initiated","Mon","Morning"
"Warning",0,0,"1D",10,"0","0","1","Male","Black",59,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",40,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",45,"officer initiated","Mon","Afternoon"
"Warning",0,0,"1D",5,"0","0","1","Female","Black",31,"officer initiated","Mon","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","White",44,"officer initiated","Mon","Evening"
"Warning",0,0,"6D",10,"0","0","1","Female","Black",60,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","White",71,"officer initiated","Mon","Afternoon"
"Warning",0,0,"1D",20,"0","0","1","Male","Black",51,"officer initiated","Mon","Night"
"Warning",0,0,"4D",5,"0","0","1","Male","Black",38,"officer initiated","Mon","Evening"
"Warning",0,0,"1D",5,"0","0","1","Female","Black",52,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","Asian",41,"officer initiated","Mon","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Male","White",30,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",39,"officer initiated","Mon","Evening"
"Warning",0,0,"2D",10,"0","0","1","Female","White",33,"officer initiated","Mon","Night"
"Warning",0,0,"1D",10,"0","0","1","Female","White",40,"officer initiated","Mon","Morning"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",34,"officer initiated","Mon","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Female","White",48,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Unknown","Unknown",22,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",33,"officer initiated","Mon","Afternoon"
"Warning",0,0,"7D",10,"0","0","1","Male","Black",29,"officer initiated","Mon","Night"
"Ticket",0,0,"6D",10,"0","0","1","Female","Black",58,"officer initiated","Mon","Afternoon"
"Warning",0,0,"4D",15,"0","0","1","Female","Hispanic/Latino",34,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Male","White",27,"officer initiated","Mon","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",32,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",10,"0","0","1","Female","Black",33,"officer initiated","Mon","Night"
"Warning",0,0,"7D",10,"0","0","1","Male","Black",61,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",30,"officer initiated","Mon","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","White",58,"officer initiated","Mon","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Female","White",29,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","Asian",50,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",40,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",32,"officer initiated","Mon","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Male","Hispanic/Latino",18,"officer initiated","Mon","Evening"
"Ticket",0,0,"2D",15,"0","0","1","Male","Black",21,"officer initiated","Mon","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","White",33,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",36,"officer initiated","Mon","Afternoon"
"Warning",0,0,"2D",15,"0","0","1","Unknown","Unknown",22,"officer initiated","Mon","Morning"
"Ticket",0,0,"2D",15,"0","0","1","Male","Black",25,"officer initiated","Mon","Night"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",56,"officer initiated","Mon","Night"
"Ticket",0,0,"5D",20,"0","0","1","Male","Black",27,"call for service","Mon","Evening"
"Warning",0,0,"1D",5,"0","0","1","Male","Unknown",33,"officer initiated","Mon","Night"
"Ticket",0,0,"7D",10,"0","0","1","Female","Black",33,"officer initiated","Mon","Night"
"Warning",0,0,"7D",10,"0","0","1","Male","Black",36,"officer initiated","Mon","Morning"
"Warning",0,0,"6D",10,"0","0","1","Unknown","Unknown",NA,"officer initiated",NA,"Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","White",28,"officer initiated","Mon","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",32,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","White",27,"officer initiated","Mon","Afternoon"
"Warning",0,0,"1D",5,"0","0","1","Male","Black",37,"officer initiated","Mon","Night"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",28,"officer initiated","Mon","Night"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",50,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",24,"officer initiated","Mon","Evening"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",22,"officer initiated","Mon","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Male","Black",38,"officer initiated","Mon","Night"
"Warning",0,0,"2D",10,"0","0","1","Female","White",19,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",20,"0","0","1","Male","Hispanic/Latino",49,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",32,"officer initiated","Mon","Afternoon"
"No Action",0,0,"2D",30,"0","0","1","Male","Hispanic/Latino",43,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",30,"0","0","1","Male","Hispanic/Latino",42,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",55,"0","0","1","Male","White",62,"traffic response","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",53,"officer initiated","Mon","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",43,"officer initiated","Mon","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Unknown",61,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"7D",15,"0","0","1","Female","Black",22,"officer initiated","Tue","Night"
"Warning",0,0,"1D",10,"0","0","1","Male","Black",47,"officer initiated","Mon","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","White",36,"officer initiated","Mon","Night"
"Warning",0,0,"6D",10,"0","0","1","Male","Black",31,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",36,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",34,"officer initiated","Mon","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",24,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"NA",12,"0","0","1","Female","White",29,"officer initiated","Tue","Night"
"Ticket",0,0,"NA",10,"0","0","1","Female","Black",NA,"officer initiated","Tue","Night"
"Ticket",0,0,"NA",15,"0","0","1","Male","Black",NA,"Unknown","Mon","Night"
"Arrest",0,0,"6D",11,"1","0","1","Male","Black",29,"traffic response","Wed","Night"
"Arrest",0,0,"7D",35,"0","0","0","Male","Black",27,"call for service","Tue","Night"
"Arrest",0,0,"5D",5,"0","0","0","Male","Black",68,"call for service","Tue","Morning"
"No Action",0,0,"7D",6,"1","0","0","Female","Black",15,"call for service","Tue","Morning"
"No Action",0,0,"6D",50,"0","0","0","Male","Black",20,"responding to individual's actions","Tue","Morning"
"No Action",0,0,"6D",50,"0","0","0","Female","Black",19,"responding to individual's actions","Tue","Morning"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",16,"warrant/court order","Tue","Morning"
"Arrest",0,0,"1D",1,"1","0","0","Male","Black",39,"warrant/court order","Tue","Morning"
"Arrest",0,0,"6D",1,"0","0","0","Male","Black",39,"warrant/court order","Tue","Morning"
"Arrest",0,0,"1D",1,"1","0","0","Male","Black",38,"warrant/court order","Tue","Morning"
"Arrest",0,0,"5D",30,"0","0","0","Female","Black",35,"call for service","Tue","Morning"
"Arrest",0,0,"6D",1,"0","0","0","Male","Black",39,"warrant/court order","Tue","Afternoon"
"Arrest",0,0,"3D",20,"1","0","0","Male","Black",37,"call for service","Tue","Afternoon"
"Arrest",0,0,"7D",30,"0","0","0","Male","Black",16,"call for service","Tue","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Male","Black",8,"responding to bolo","Tue","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Female","Black",17,"responding to bolo","Tue","Afternoon"
"No Action",0,0,"5D",1,"0","0","0","Male","Black",15,"responding to bolo","Tue","Afternoon"
"Arrest",0,0,"7D",30,"0","0","0","Male","Black",16,"call for service","Tue","Afternoon"
"Arrest",0,0,"6D",1,"0","0","0","Male","Black",20,"warrant/court order","Tue","Afternoon"
"Arrest",0,0,"5D",45,"0","0","0","Male","Black",61,"information obtained from witnesses or informants","Tue","Afternoon"
"Arrest",0,0,"3D",19,"0","0","1","Female","Black",26,"traffic response","Tue","Afternoon"
"Arrest",0,0,"2D",5,"0","0","0","Male","Black",39,"call for service","Tue","Afternoon"
"Arrest",0,0,"1D",10,"0","0","0","Male","Black",22,"warrant/court order","Tue","Afternoon"
"Arrest",0,0,"3D",23,"0","0","0","Male","Black",39,"call for service","Tue","Afternoon"
"Arrest",0,0,"4D",1,"0","0","0","Female","Black",36,"warrant/court order","Tue","Evening"
"Arrest",0,0,"7D",15,"0","0","0","Male","Black",60,"call for service","Tue","Afternoon"
"Arrest",0,0,"4D",40,"0","0","1","Male","Black",47,"traffic response","Tue","Evening"
"Arrest",0,0,"6D",41,"0","0","1","Male","Black",66,"responding to individual's actions","Tue","Evening"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",22,"call for service","Tue","Night"
"Arrest",0,0,"2D",20,"0","0","0","Male","White",24,"call for service","Tue","Night"
"Arrest",0,0,"2D",105,"0","0","0","Male","Black",31,"call for service","Tue","Evening"
"Arrest",0,0,"3D",58,"0","0","0","Male","Black",33,"call for service","Tue","Night"
"No Action",0,0,"5D",70,"0","0","0","Female","Black",36,"call for service","Tue","Evening"
"Arrest",0,0,"3D",3,"0","0","0","Male","Black",22,"call for service","Tue","Night"
"Arrest",0,0,"3D",3,"0","0","0","Male","Black",21,"call for service","Tue","Night"
"Arrest",0,0,"7D",96,"0","0","0","Male","Black",24,"call for service","Tue","Evening"
"No Action",0,0,"6D",1,"1","0","0","Male","Black",NA,"officer initiated","Tue","Night"
"Arrest",0,0,"1D",5,"1","0","0","Male","Black",24,"call for service","Tue","Evening"
"Arrest",0,0,"4D",12,"0","0","0","Male","Black",62,"call for service","Tue","Night"
"Arrest",0,0,"4D",30,"1","0","0","Male","Black",31,"officer initiated","Tue","Night"
"Arrest",0,0,"1D",1,"0","0","0","Female","Black",24,"responding to individual's actions","Tue","Night"
"No Action",0,0,"7D",2,"1","0","0","Male","Black",24,"responding to individual's actions","Tue","Night"
"No Action",0,0,"2D",10,"0","0","0","Male","Black",31,"call for service","Tue","Night"
"Arrest",0,0,"1D",20,"0","0","0","Male","Black",34,"call for service","Wed","Night"
"No Action",0,0,"5D",12,"0","1","0","Male","Black",45,"responding to individual's actions","Tue","Night"
